,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,YOB,Item_Outlet_Sales
3568,NCP54,15.35,Low Fat,0.035220955,Household,121.973,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1947.865804
3569,NCD07,9.1,Low Fat,0.055418261,Household,112.0518,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1704.595327
3570,FDS02,10.195,Regular,0,Dairy,196.7794,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3371.255634
3571,DRN59,15,Low Fat,0.064402907,Hard Drinks,48.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,796.3760354
3572,DRB24,8.785,Low Fat,0.020560102,Soft Drinks,155.5656,OUT013,1987,High,Tier 3,Supermarket Type1,32,2455.848757
3573,FDP37,12.5,Low Fat,0.142412955,Breakfast,126.4994,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2868.932416
3574,DRB01,7.39,Low Fat,0.082574393,Soft Drinks,190.253,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2933.24955
3575,FDR47,17.85,Low Fat,0.087468656,Breads,195.7794,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3033.253231
3576,NCM31,6.095,Low Fat,0.135906494,Others,141.9154,OUT010,1998,Medium,Tier 3,Grocery Store,21,332.8877713
3577,NCF06,12.5,Low Fat,0.020100543,Household,258.8962,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5598.646495
3578,NCV17,12.5,Low Fat,0.016029548,Health and Hygiene,129.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3026.019826
3579,FDS10,19.2,Low Fat,0.035240292,Snack Foods,178.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2504.301382
3580,FDN52,9.395,Regular,0.131545005,Frozen Foods,87.3198,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1292.83832
3581,FDZ48,17.75,Low Fat,0.075896411,Baking Goods,113.3544,OUT013,1987,High,Tier 3,Supermarket Type1,32,2037.491729
3582,FDJ48,11.3,Low Fat,0.056522558,Baking Goods,248.6118,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3640.619346
3583,DRB13,12.5,Regular,0,Soft Drinks,190.253,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4955.461364
3584,FDV59,13.35,Low Fat,0.048298704,Breads,216.9166,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3594.901958
3585,FDL32,15.7,Regular,0.122443776,Fruits and Vegetables,111.3544,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1723.926897
3586,FDZ12,9.17,Low Fat,0.102959345,Baking Goods,142.147,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2291.847636
3587,NCR06,12.5,Low Fat,0.006732389,Household,41.4112,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1377.324759
3588,FDP51,13.85,Regular,0.085757338,Meat,119.6124,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2127.61397
3589,FDY22,16.5,Regular,0.159587755,Snack Foods,142.6128,OUT013,1987,High,Tier 3,Supermarket Type1,32,2169.568245
3590,FDZ38,17.6,Low Fat,0.008013458,Dairy,170.7422,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3213.604317
3591,NCO54,19.5,Low Fat,0.014271592,Household,54.6614,OUT035,2004,Small,Tier 2,Supermarket Type1,15,992.5595073
3592,FDR23,15.85,Low Fat,0.081772054,Breads,175.137,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2821.932201
3593,FDM38,5.885,Regular,0.092915543,Canned,54.5982,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1006.168835
3594,FDS25,6.885,Regular,0.139892043,Canned,112.4228,OUT013,1987,High,Tier 3,Supermarket Type1,32,2106.696961
3595,FDZ22,9.395,Low Fat,0.045232223,Snack Foods,83.825,OUT013,1987,High,Tier 3,Supermarket Type1,32,1398.434094
3596,FDZ20,12.5,Low Fat,0.060067062,Fruits and Vegetables,254.8356,OUT019,1985,Small,Tier 1,Grocery Store,34,506.5612133
3597,FDD45,8.615,Low Fat,0.194576935,Fruits and Vegetables,95.4436,OUT010,1998,Medium,Tier 3,Grocery Store,21,205.636246
3598,FDN03,9.8,Regular,0.015113426,Meat,248.7408,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3254.652497
3599,NCW30,5.21,Low Fat,0.011009897,Household,258.4962,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2656.437465
3600,FDY24,12.5,Regular,0.132846758,Baking Goods,55.8298,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1839.200837
3601,FDJ26,12.5,Regular,0.148412909,Canned,212.1218,OUT019,1985,Small,Tier 1,Grocery Store,34,644.7329878
3602,FDM15,11.8,Regular,0,Meat,152.2366,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2273.205454
3603,NCW54,12.5,Low Fat,0.095946376,Household,57.8588,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2039.733675
3604,FDA23,9.8,Low Fat,0.047282735,Baking Goods,100.5016,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1699.195776
3605,FDA39,12.5,Low Fat,0,Meat,39.5822,OUT019,1985,Small,Tier 1,Grocery Store,34,169.9537954
3606,FDZ12,9.17,Low Fat,0.103561308,Baking Goods,144.147,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2511.53542
3607,NCB42,11.8,Low Fat,0.008561176,Health and Hygiene,115.8492,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2206.324368
3608,FDL16,12.85,Low Fat,0.168452861,Frozen Foods,46.606,OUT046,1997,Small,Tier 1,Supermarket Type1,22,919.7369235
3609,FDO24,12.5,Low Fat,0,Baking Goods,160.4604,OUT019,1985,Small,Tier 1,Grocery Store,34,454.0872248
3610,NCP42,8.51,Low Fat,0.016110716,Household,193.1478,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3036.743479
3611,FDR19,13.5,Regular,0.160371305,Fruits and Vegetables,147.2102,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2143.302883
3612,DRL01,19.5,Regular,0.077328827,Soft Drinks,233.5958,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,4530.927083
3613,FDV37,13,Regular,0.083513874,Canned,198.9426,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2721.236803
3614,FDI41,18.5,Regular,0.104205322,Frozen Foods,147.0418,OUT010,1998,Medium,Tier 3,Grocery Store,21,340.5414134
3615,FDF58,13.3,Low Fat,0.009596051,Snack Foods,62.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1182.275988
3616,NCF43,8.51,Low Fat,0.052157514,Household,141.947,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1914.338962
3617,FDN02,16.5,Low Fat,0.073942531,Canned,205.8638,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3178.44834
3618,NCP41,16.6,Low Fat,0.01620764,Health and Hygiene,107.7596,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1869.438499
3619,NCY17,12.5,Low Fat,0.162306339,Health and Hygiene,45.6086,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1691.749259
3620,FDL58,12.5,Regular,0.073790004,Snack Foods,265.0568,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5367.958333
3621,NCA30,12.5,Low Fat,0.128707428,Household,187.9872,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5081.51606
3622,FDE46,18.6,Low Fat,0.015833933,Snack Foods,150.6366,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2181.877722
3623,FDY38,13.6,Regular,0.119153896,Dairy,231.23,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4141.596719
3624,NCH29,12.5,Low Fat,0.034306863,Health and Hygiene,96.0726,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2679.158078
3625,FDO20,12.85,Regular,0.152436318,Fruits and Vegetables,253.9382,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3565.068863
3626,FDP44,16.5,Regular,0.080038295,Fruits and Vegetables,103.0332,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1257.548944
3627,FDM02,12.5,Regular,0.073377993,Canned,89.2198,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2608.584993
3628,FDJ14,12.5,Regular,0.049828008,Canned,79.996,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2408.718308
3629,FDH04,6.115,Regular,0.019036024,Frozen Foods,88.9488,OUT010,1998,Medium,Tier 3,Grocery Store,21,228.6367948
3630,DRK23,8.395,Low Fat,0.071976647,Hard Drinks,253.004,OUT046,1997,Small,Tier 1,Supermarket Type1,22,4221.770105
3631,NCW05,20.25,Low Fat,0.148072602,Health and Hygiene,106.8938,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2163.216101
3632,FDF12,8.235,Low Fat,0.082556008,Baking Goods,146.7076,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2291.548629
3633,FDL51,12.5,Regular,0.08315126,Dairy,212.7876,OUT019,1985,Small,Tier 1,Grocery Store,34,559.5023881
3634,FDN03,9.8,Regular,0.015151435,Meat,249.4408,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3637.860809
3635,DRJ37,10.8,Low Fat,0.061196379,Soft Drinks,150.5024,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2482.08124
3636,FDM12,12.5,Regular,0.122415631,Baking Goods,188.7214,OUT019,1985,Small,Tier 1,Grocery Store,34,537.2730983
3637,FDA16,6.695,Low Fat,0.03401083,Frozen Foods,221.8456,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3461.867603
3638,NCB07,19.2,Low Fat,0.077945963,Household,196.611,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3151.101144
3639,NCI17,12.5,Low Fat,0.251114535,Health and Hygiene,97.241,OUT019,1985,Small,Tier 1,Grocery Store,34,325.7082517
3640,FDR51,9.035,Regular,0.173469718,Meat,149.3708,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2342.115635
3641,FDJ55,12.8,Regular,0.023578675,Meat,225.2404,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,4199.46404
3642,NCZ17,12.15,Low Fat,0.079365542,Health and Hygiene,38.8506,OUT013,1987,High,Tier 3,Supermarket Type1,32,701.4928303
3643,FDU25,12.35,Low Fat,0.026659058,Canned,59.5246,OUT013,1987,High,Tier 3,Supermarket Type1,32,900.9691235
3644,NCG18,15.3,Low Fat,0.023024502,Household,104.0332,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1526.716833
3645,DRM11,6.57,Low Fat,0.066443294,Hard Drinks,259.5278,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4150.894143
3646,FDH16,10.5,Low Fat,0.052545408,Frozen Foods,91.683,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1427.747061
3647,FDZ04,9.31,Low Fat,0.038109707,Frozen Foods,61.651,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,829.1212185
3648,NCX53,20.1,Low Fat,0,Health and Hygiene,142.3154,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2297.849773
3649,FDX38,12.5,Regular,0,Dairy,48.3376,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1732.23418
3650,FDX09,9,Low Fat,0.06524927,Snack Foods,177.037,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2952.846213
3651,NCW05,20.25,Low Fat,0.148675787,Health and Hygiene,107.8938,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1578.84581
3652,NCS41,12.85,Low Fat,0.053746315,Health and Hygiene,184.6608,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2717.9276
3653,FDI26,5.94,Low Fat,0.034886739,Canned,177.7344,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2919.304173
3654,NCZ41,12.5,Low Fat,0.064109274,Health and Hygiene,125.9704,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3262.442585
3655,NCK06,5.03,Low Fat,0.008646528,Household,122.6756,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2106.696812
3656,FDX23,12.5,Low Fat,0.029547979,Baking Goods,96.5436,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2408.623284
3657,NCA42,6.965,Low Fat,0.028548583,Household,157.5604,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2538.851889
3658,FDC20,10.65,Low Fat,0.024008733,Fruits and Vegetables,54.0272,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,869.9700213
3659,DRC49,8.67,Low Fat,0.065703142,Soft Drinks,143.8128,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1783.054152
3660,FDX01,10.1,Low Fat,0.024144227,Canned,117.015,OUT013,1987,High,Tier 3,Supermarket Type1,32,1588.857714
3661,FDC08,19,Regular,0.103659792,Fruits and Vegetables,226.372,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3997.308949
3662,FDC02,21.35,Low Fat,0.069211765,Canned,258.8278,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4796.054699
3663,FDK10,5.785,Regular,0.040440709,Snack Foods,179.166,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2440.93742
3664,DRC24,17.85,Low Fat,0.024800623,Soft Drinks,153.0998,OUT013,1987,High,Tier 3,Supermarket Type1,32,2597.992859
3665,FDW16,12.5,Regular,0.072616027,Frozen Foods,92.5804,OUT019,1985,Small,Tier 1,Grocery Store,34,257.627845
3666,NCU06,17.6,Low Fat,0.074710165,Household,229.101,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3390.268615
3667,DRA59,8.27,Regular,0.128187372,Soft Drinks,184.3924,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2547.820325
3668,FDR24,12.5,Regular,0.110045184,Baking Goods,90.583,OUT019,1985,Small,Tier 1,Grocery Store,34,318.8992009
3669,DRL35,15.7,Low Fat,0,Hard Drinks,43.277,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,726.1721403
3670,FDA49,19.7,Low Fat,0.064867738,Canned,86.6198,OUT013,1987,High,Tier 3,Supermarket Type1,32,1424.687636
3671,NCC55,10.695,Low Fat,0.063763137,Household,36.5848,OUT046,1997,Small,Tier 1,Supermarket Type1,22,755.4260557
3672,DRD24,12.5,Low Fat,0.053918218,Soft Drinks,143.3154,OUT019,1985,Small,Tier 1,Grocery Store,34,306.4987961
3673,NCE55,8.92,Low Fat,0.130130499,Household,176.737,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3195.39912
3674,FDT33,7.81,Regular,0,Snack Foods,168.6158,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3134.525159
3675,NCT53,5.4,Low Fat,0.048076217,Health and Hygiene,164.1526,OUT013,1987,High,Tier 3,Supermarket Type1,32,2220.754184
3676,FDS26,20.35,Low Fat,0.08946922,Dairy,260.1594,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3682.993751
3677,FDL22,16.85,Low Fat,0.036538413,Snack Foods,91.4488,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1338.207821
3678,FDP44,16.5,Regular,0.080164468,Fruits and Vegetables,104.5332,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1600.702949
3679,FDC52,11.15,Regular,0.008313629,Dairy,149.5708,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2048.19748
3680,FDI53,8.895,Regular,0.230389434,Frozen Foods,160.5236,OUT010,1998,Medium,Tier 3,Grocery Store,21,460.2123769
3681,FDZ23,17.75,Regular,0.0675028,Baking Goods,187.124,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3177.306929
3682,NCT18,14.6,Low Fat,0.059355717,Household,182.6976,OUT013,1987,High,Tier 3,Supermarket Type1,32,3227.092222
3683,FDR13,9.895,Regular,0.028720832,Canned,116.7492,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1929.361106
3684,FDB09,16.25,Low Fat,0.096069291,Fruits and Vegetables,125.0046,OUT010,1998,Medium,Tier 3,Grocery Store,21,263.8769252
3685,FDZ60,20.5,Low Fat,0.119262481,Baking Goods,108.8596,OUT013,1987,High,Tier 3,Supermarket Type1,32,1570.465314
3686,FDB11,16,Low Fat,0.06084803,Starchy Foods,225.7404,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3920.978713
3687,FDC10,9.8,Regular,0.073174546,Snack Foods,119.8098,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1833.825569
3688,FDW56,7.68,Low Fat,0.070886876,Fruits and Vegetables,193.9162,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3467.123035
3689,FDK14,12.5,Low Fat,0,Canned,83.8934,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2450.157234
3690,DRE27,12.5,Low Fat,0.132028116,Dairy,96.0726,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2591.502951
3691,FDA38,5.44,Low Fat,0.025624044,Dairy,240.7538,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3837.839896
3692,FDT11,5.94,Regular,0.029431935,Breads,188.7556,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2790.999225
3693,FDP15,15.2,Low Fat,0.083926694,Meat,257.133,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3939.805007
3694,FDV27,7.97,Regular,0.039982468,Meat,87.6514,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1415.828197
3695,FDS36,12.5,Regular,0.046660286,Baking Goods,108.957,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2643.968953
3696,FDY40,12.5,Regular,0.085419332,Frozen Foods,48.0692,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1684.604192
3697,NCF19,13,Low Fat,0.035163317,Household,50.2034,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,857.7503164
3698,FDF53,20.75,Regular,0.083776121,Frozen Foods,182.2318,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2884.481012
3699,FDS14,12.5,Low Fat,0.04972193,Dairy,156.5288,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4040.145781
3700,FDE56,17.25,Regular,0.159195426,Fruits and Vegetables,63.8194,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1102.125057
3701,FDZ19,6.425,Low Fat,0.093437228,Fruits and Vegetables,177.7712,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2431.229492
3702,FDZ46,7.485,Low Fat,0.069066197,Snack Foods,112.1228,OUT013,1987,High,Tier 3,Supermarket Type1,32,1627.131384
3703,FDR16,5.845,Regular,0.105018002,Frozen Foods,212.8218,OUT046,1997,Small,Tier 1,Supermarket Type1,22,4330.369168
3704,FDG29,17.6,Low Fat,0.056521229,Frozen Foods,42.1454,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,607.6520537
3705,NCE30,16,Low Fat,0.09969679,Household,214.3902,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3416.903311
3706,FDZ40,8.935,Low Fat,0.040182749,Frozen Foods,52.9298,OUT046,1997,Small,Tier 1,Supermarket Type1,22,949.3111279
3707,FDG58,10.695,Regular,0.087134714,Snack Foods,155.4972,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2361.36604
3708,DRH03,17.25,Low Fat,0.035035139,Dairy,94.912,OUT013,1987,High,Tier 3,Supermarket Type1,32,1466.4812
3709,FDZ47,20.7,Regular,0.079457285,Baking Goods,99.3042,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1398.052339
3710,FDV04,7.825,Regular,0.150626333,Frozen Foods,157.6288,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2339.336185
3711,FDZ10,17.85,Low Fat,0.044644617,Snack Foods,126.202,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2171.054546
3712,FDG46,8.63,Regular,0.033095808,Snack Foods,113.2518,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2169.637505
3713,NCF07,9,Low Fat,0.032087477,Household,99.4016,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1550.981385
3714,FDY44,14.15,Regular,0.024399944,Fruits and Vegetables,194.711,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2996.989693
3715,FDB21,7.475,Low Fat,0.148397009,Fruits and Vegetables,242.4854,OUT013,1987,High,Tier 3,Supermarket Type1,32,3748.510274
3716,FDS20,8.85,Low Fat,0.053856727,Fruits and Vegetables,182.4292,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2986.750521
3717,FDS49,9,Low Fat,0.07946888,Canned,79.6644,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1322.232322
3718,FDX55,12.5,Low Fat,0.054938563,Fruits and Vegetables,219.5166,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4973.876936
3719,NCQ02,12.6,Low Fat,0.007486838,Household,186.7556,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2679.466941
3720,FDR25,17,Regular,0.139405824,Canned,264.6884,OUT013,1987,High,Tier 3,Supermarket Type1,32,4293.823586
3721,DRG39,14.15,Low Fat,0.042266539,Dairy,53.9982,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,920.4878719
3722,FDB46,10.5,Regular,0.093763866,Snack Foods,213.3244,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3449.872174
3723,NCC30,16.6,Low Fat,0.027691544,Household,179.2344,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2495.642116
3724,FDE58,18.5,Low Fat,0.052058877,Snack Foods,119.7124,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1999.259775
3725,FDC05,12.5,Regular,0.172959058,Frozen Foods,198.6768,OUT019,1985,Small,Tier 1,Grocery Store,34,619.6751617
3726,FDY15,18.25,Regular,0.170828047,Dairy,157.163,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2489.729853
3727,FDG14,9,Regular,0.050500713,Canned,149.8024,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2398.086723
3728,FDL08,10.8,Low Fat,0,Fruits and Vegetables,243.4144,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3857.280543
3729,FDQ47,7.155,Regular,0.168046416,Breads,33.8874,OUT013,1987,High,Tier 3,Supermarket Type1,32,854.2513099
3730,FDN12,15.6,Low Fat,0.081088593,Baking Goods,110.0544,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1451.219298
3731,FDW10,21.2,Low Fat,0.070617466,Snack Foods,178.237,OUT013,1987,High,Tier 3,Supermarket Type1,32,2420.881372
3732,FDD02,16.6,Low Fat,0.050281492,Canned,117.7124,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1969.28494
3733,FDX35,5.035,Regular,0.133753866,Breads,229.4036,OUT010,1998,Medium,Tier 3,Grocery Store,21,666.9800296
3734,FDT35,19.85,Regular,0.081455379,Breads,169.5816,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2644.532721
3735,DRN47,12.5,Low Fat,0.029461464,Hard Drinks,181.166,OUT019,1985,Small,Tier 1,Grocery Store,34,603.0600142
3736,FDB11,16,Low Fat,0.101847127,Starchy Foods,225.7404,OUT010,1998,Medium,Tier 3,Grocery Store,21,621.0830078
3737,FDN20,19.35,Low Fat,0.026234991,Fruits and Vegetables,168.4474,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2950.682403
3738,FDB59,18.25,Low Fat,0.01527601,Snack Foods,199.4084,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3200.430538
3739,FDJ58,15.6,Regular,0.105509616,Snack Foods,172.8764,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3077.393509
3740,FDU60,20,Regular,0.059901045,Baking Goods,168.8132,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3133.224632
3741,FDS03,7.825,Low Fat,0.079752411,Meat,66.2826,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1253.936636
3742,FDU40,12.5,Low Fat,0.065489529,Frozen Foods,193.3478,OUT019,1985,Small,Tier 1,Grocery Store,34,495.5050017
3743,DRH15,8.775,Low Fat,0.110082155,Dairy,45.7428,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,813.35516
3744,FDD04,12.5,Low Fat,0.089535602,Dairy,143.8154,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3675.025463
3745,FDQ01,19.7,Regular,0.160701642,Canned,253.5014,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3543.424884
3746,FDF28,15.7,Regular,0.037857561,Frozen Foods,124.8046,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2283.109712
3747,FDD22,10,Low Fat,0.166793159,Snack Foods,112.6544,OUT010,1998,Medium,Tier 3,Grocery Store,21,285.2741904
3748,FDY19,19.75,Low Fat,0.041364935,Fruits and Vegetables,117.7466,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1987.74307
3749,FDN33,6.305,Regular,0.123092484,Snack Foods,92.9436,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1515.556012
3750,FDV36,18.7,Low Fat,0.026297031,Baking Goods,126.202,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2287.271837
3751,FDW01,14.5,Low Fat,0.107224173,Canned,152.4682,OUT010,1998,Medium,Tier 3,Grocery Store,21,370.1814509
3752,FDJ28,12.3,Low Fat,0.021894973,Frozen Foods,192.4162,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3166.688773
3753,FDB17,13.15,Low Fat,0.036665173,Frozen Foods,179.1976,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3110.310533
3754,FDM40,10.195,Low Fat,0.160185608,Frozen Foods,140.8154,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2024.211519
3755,FDV46,18.2,Low Fat,0,Snack Foods,139.918,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2112.90714
3756,FDQ44,20.5,Low Fat,0.036196486,Fruits and Vegetables,119.5756,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2077.381839
3757,NCD42,16.5,Low Fat,0.012637846,Health and Hygiene,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,22,825.1124747
3758,DRH37,17.6,Low Fat,0.041616357,Soft Drinks,163.8526,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2278.897463
